name	x	y	z	von	bis	fixed
BAN	0.503031123643161	0.180194544060213	1.46970497688979	1900	2000	fix
BBL	1.09863052809188	-0.099541635466608	0.0155379056554544	1000	1500	schwebend
BBS	-0.113287443893957	1.66386602966966	0.527518520515426	250	700	schwebend
BDG	-0.164504151730525	-0.794770313133902	0.00795406398493566	1100	1550	fix
BEK	-0.543501681154407	-0.357484544241698	-0.513509117014395	1200	1400	schwebend
BKE	-0.87282447668409	0.470734718010439	0.435562879946022	0	300	fix
BKN	-0.13931782046245	-0.361755503543522	-0.699117824947627	1700	1875	schwebend
BKW	-0.844040047510051	-0.36328278463197	0.177578793561369	1300	1800	schwebend
BLD	-0.108499163679085	-0.626965673338055	-0.704592760650491	1500	1950	schwebend
BLM	-0.213479696104867	-0.209455556393559	-0.341356828293922	1800	1950	schwebend
BOG	-0.241518626669748	0.843210084035965	0.041095723537066	-200	500	schwebend
BOK	-0.937427974284327	0.153818031199442	0.193116668512121	250	500	fix
BON	-0.684854826632195	-0.0653144980851523	0.166903837681605	-250	-50	schwebend
BOS	-0.101194695585966	-0.630986279529958	-0.19419581707865	1350	1550	schwebend
BOT	-0.435186213910047	0.043565110388797	-0.0313804177040681	1700	1920	fix
BSG	-0.265231654393426	-0.802614793951567	0.028599224170865	1500	1700	schwebend
BTM	0.151523505407208	-0.00720742166931664	-0.221992551898142	-200	600	schwebend
DAM	1.275264555049	0.178680901568133	-0.321850724876816	1900	2000	schwebend
DON	0.837057159423488	0.639129927282785	0.424639084277822	1000	1500	schwebend
EBA	-0.680850720404972	0.92379169156058	1.22428787240853	1500	2000	fix
EPE	-0.928728961794462	0.760147873315932	1.030153780316	1900	2000	fix
IGD	-0.5314187976742	-0.240031710941444	-0.0619142242310084	-200	100	fix
IKK	-0.0483494232199466	-0.324403317528889	-0.665793414615651	1800	1900	schwebend
ILB	0.0798460640530061	0.322230237230929	-0.426342788794561	1900	2000	schwebend
IMB	-0.5867061097324	-0.551720539014849	0.0469305458191461	-400	-100	fix
ING	-0.758492426879383	0.0667577360289793	0.0581141241876027	-250	-50	schwebend
KON	1.28712899820813	-0.549598600547755	1.1055720574261	1350	1550	schwebend
KPT	0.797408925265011	0.846467525865204	-1.20369379952624	1900	2000	fix
LIK	-0.255976748328617	-0.231894777744694	-0.241916929380069	1800	1950	schwebend
LKG	0.169143237987475	-0.0310172830509642	-0.528788395165099	1800	1950	schwebend
LNG	-1.16497233917064	-0.537076556402551	0.137136832683142	250	700	fix
LOK	-0.740330614618588	-0.250362841059288	-0.152880045144824	-75	425	schwebend
LON	-0.864903028894712	-0.110900200503685	-0.365538717570987	1100	1300	schwebend
LSL	0.605508679155752	0.843729975616188	-1.07946237959156	1900	2000	schwebend
LUS	-0.920347903175637	-0.771944331783916	0.427003186021868	-110	125	schwebend
MAL	-0.479403502694557	-0.170718384581208	-0.115987710145957	1350	1500	schwebend
MAT	1.12611160478985	-0.0491075886054047	0.126437828530815	1200	1400	schwebend
MBA	0.0176858150161212	-0.600687859229346	0.139491158066372	1200	1400	schwebend
MBJ	1.40422281499343	-0.314765067940385	-0.386511688102928	1900	2000	schwebend
MBN	0.961111187584564	0.367969475738852	-0.00225173486819629	1900	2000	schwebend
MDB	1.27185424877995	-1.66984672907291	2.41197894871822	1300	1500	schwebend
MKA	-0.254876600308611	0.555535903686172	-0.319300192822024	1900	2000	fix
MKL	0.708858794044915	0.0830004904844438	-0.386299498676756	1300	1600	schwebend
MON	-0.132118761316035	0.0560163424630033	-0.18492040876412	-100	200	fix
MPO	0.0917257923980023	-0.37200631577751	-0.393051190326044	1800	1900	schwebend
MTB	0.928326146538526	0.539127447970275	-0.000333561852607264	1600	1900	schwebend
NGB	0.190736705416007	0.0592676527965684	-0.122661748011585	-200	500	schwebend
NGO	-0.498573496161449	0.849811394142632	-0.23309790312253	1100	1300	schwebend
NKB	0.619475604613022	0.664428924788993	-0.70014340258787	1800	1900	schwebend
NKI	-0.0864566767701804	-0.361934727103005	0.147795973451534	1300	1600	schwebend
OUE	0.354087983020942	-0.419074607736604	-0.154201472158684	1000	1350	schwebend
PDM	1.10657208507445	-0.257324866098171	0.181715921741836	1600	1900	schwebend
PKM	-0.480789809513397	0.170148395533805	-0.126091497943751	-200	500	fix
WAF	-0.190397274171844	-1.04889727719337	-0.200421525670408	1300	1500	schwebend
WEM	-0.263243208158259	-0.408549689529167	-0.432968022536455	1275	1400	schwebend
YET	-0.397115608808541	0.0418060537865713	0.0974238239439265	100	300	schwebend
YNG	-0.17804729083302	-0.270234157249467	-0.157453337343746	-400	100	schwebend
YOP	0.196618298429466	0.14523428081413	-0.336363234459976	1900	2000	schwebend
