name	x	y	z	von	bis	fixed
BAN	0.952727284248678	0.315529632148248	0.962488259483009	1900	2000	fix
BBL	0.136295461046144	-0.221260039329694	-0.182937943818852	1000	1500	schwebend
DAM	-0.318714161001099	0.202678554350374	-0.301718517471307	1900	2000	schwebend
DON	0.468406971969767	-0.426509007078787	0.834257115420617	1000	1500	schwebend
KON	0.688689126366505	0.328884779790932	-0.455627415298903	1350	1550	schwebend
KPT	-1.12101814796552	0.732997322794003	0.13328828862195	1900	2000	fix
LSL	-1.47080267851451	1.42336120935923	0.0317943054155551	1900	2000	schwebend
MBJ	-0.237711597195756	-1.0023096233235	-0.92819703530386	1900	2000	schwebend
MBN	-0.170763439748043	-0.032553325885012	0.0572038272409166	1900	2000	schwebend
MDB	1.37865611100981	1.33146320986578	-0.822542151993114	1300	1500	schwebend
MKL	-0.373937475718418	-0.663219913783466	0.111765006177709	1300	1600	schwebend
MTB	-0.0583675654985599	-0.263331280075864	0.287688951495909	1600	1900	schwebend
NKB	-0.805240834174277	0.134185878602207	0.366565818578724	1800	1900	schwebend
PDM	0.201929116443684	-0.290206333868624	-0.553049090735213	1600	1900	schwebend
